id,source,text,MGT
208, uyalulama esibhedlela umgijimi ohlaseliwe ,"ULULAMELA esibhedlela umpetha ka-5000m uThabang Mosiako ngemuva kokulimala ekhanda ekade ehlaselwa okusolakala ukuthi kungenxa yokucwaswa ngokwebala.Lokhu kuthiwa kwenzeke ePotchefstroom, eNorth West, ngesonto eledlule. Umbiko okhishwe yiPotchefstroom Herald ngempelasonto uveze ukuthi uMosiako ukhahlelwe kanzima ekhanda wagaklazwa phansi yiqeqebana labamhlophe elilinganeselwa ku-10 eNorth West University.UMosiako (22) waphaphama esesesibhedlela ngelanga kwenzeka lokhu (Febhuwari 4). Ngesikhathi kwenzeka wayenabangani bakhe uRantso Mokopane noSandy Londt nabo okuvela ukuthi bahlaselwa. UMokopane ungumpetha wakuleli we-3000m steeplechace kanti nguyena oveze lokhu ekhasini lakhe leFacebook.“Okwesine sihlaselwa endaweni esondelene neNWU lapho uzakwethu esiziqeqesha naye elinyazwe kanzima ekhanda okungenzeka kumenze aphathwe yikhanda impilo yakhe yonke. Ngihlezi ngigwema izinto eziphathelene nebala kodwa kuzona zonke izehlo ezine kuhlezi kungamadoda amhlophe alimaza abamnyama ngaphandle kokuthathelwa izinyathelo. Kungiphatha kabi ukuthi ngisho amaphoyisa nabezokuphepha bayahluleka ukusivikela uma sidinga usizo #Cry_Our_Beloved_Country,” kubhala uMokopane.Uthe indaba iqale eNews Cape ePotschefstroom ngesikhathi abafundi bethuka umsebenzi wasethilini. “Ngingenelile ngabacela ukuthi bayeke ukuthuka lowa sisi. Uma sengiya ngaphandle iqeqebana elilinganiselwa ku-10 elinemizimba eyizidlakela njengabantu be-rugby lisihlaselile. Amaphoyisa afikile ayimisa impi kodwa aqonde thina asishaya engathi yithina ebesisephutheni. Sizizwe sibukeleke phansi. Sibalekile. Endleleni sibone enye imoto yamaphoyisa sacela ukuthi asiphelezele siye ngaphakathi esikhungweni ngoba besazi ukuthi abahlaseli basazobuya. Anqabile amaphoyisa. Ngemuva kwemizuzwana baphinde basihlasela kade becashe efokizini elilapho,” kulandisa uMokopane kwiHerald.Uthe abahlaseli bese bebaningi. Ngesikhathi yena nomunye uzakwabo bebaleka babe sebengenele uMosiako.“Bebemkhahlela ekhanda nasemzimbeni ngesikhathi elele phansi. Babalekile sebebona amaphoyisa eza bamshiya ethule phansi okuyilapho ephuthunyiswe khona esibhedlela.”",0
2620,vukuzenzele,"Ngesikhathi lolu phenyo luqhubela phambili futhi nonoxhaka uqala ukuvalela abantu abathintekayo, sibo nile ofakazi besongelwa, imindeni yabo isatshiswa, iphoqwa ukuba icashe, futhi ibulawa nokubulawa.",0
train_isizulu_00299,AfriHate,uqaphela ubuza abelungu ngesizulu ukuthi anisazi yini isingisi 🤣🤣😂 #isibaya,0
1920,vukuzenzele,"Izimvula zidale umonakalo omkhulu ezindlini; amabhizinisi; imigwaqo namabhuloho; amanzi, ugesi, ojantshi bezitimela kanye nengqalasizinda yezokuxhumana. Izikole, izikhungo zezempilo, izite-shi zamaphoyisa kanye nezinkantolo zikamantshi nazo",0
255,vukuzenzele,Ukuhluleka ukuqeda eminye imisebenzi yansuku zonke.,0
train_isizulu_01048,AfriHate,@username lol 😂 hey ngoba uzobhebheka ngedlela ongayiqondi bro 😂😂😂😂,0
train_isizulu_00165,AfriHate,lomdanso okhona wokuwa phansi  ningadukiswa awumusha ukuthi thina mazulu siyaziqala nje izinto. uma sisina thina sivele siwe phansi. seningayenza nina abanye ngoba aniyijwayele.😂🤣🤣😂 @ new… ##url,0
994,vukuzenzele,"yobuhlanga nokuchitheka kwe gazi nokwakha umpha kathi obandakanya bonke abantu ogxile emalunge-lweni abantu bonke, ku-yithemba lethu sonke ukuthi abantu bakwa-Israeli kanye ne-Palestine bazolandela indlela efanayo; yokuthi bakwazi ukuthi bagcine bebona",0
30,vukuzenzele,"umphakathi, sizibophezele emsebenzini ukuqinisekisa ukuthi okuqukethwe ngumsakazo kubandakanya izinto ezibalulekile ezinhlelweni zokufundisa, ikakhulukazi ngesikhathi lapho kudingeka khona.”Imibuzo yakho iphenduliweYiziphi izifundo ezizotholakala? I-Maths",0
train_isizulu_01764,AfriHate,@username ngiyakukhumbula wenja 😩😩😩,0
2591,vukuzenzele,Ubhubhane kanye nezinyathelo obekufanele sizithathe ukunqanda ukubhebhetheka kwegciwane le-corona zibe nomthelela omubi emabhizinisini.,0
1964,vukuzenzele,lokhu kubandakanya ukuthi kubaphathi abahlanu abane abakuleli.Ukwengeza kulokhu u-Ne deljkovic uthe babalelwa nga phezulu kwezinkulungwane ezingama-40 abantu abaqa shwe ndlela thile ngosizo lwe nkampani eNingizimu Afrika.“Indawo yethu yokuqala yokuqeqesha,0
1183,vukuzenzele,macala abandakanya amaningana ‘okuthunjwa kwamandla ombuso’ kanye namanye amacala abucayi enkohlakalo.,0
2217,vukuzenzele,Abazi kancane ngalokho abafuna ukukufunda kodwa abangenasiqiniseko ukuthi ingabe lo mkhakha ubalungele na.,0
test_isizulu_00020,AfriHate,@username kwak phela m not the model c type ngyasisebenzisa nje isingisi kmele kucace ukuthi ngphumaph #durban,0
dev_isizulu_00296,AfriHate,@username please call them abelungu ngoba abaziboni like amandiya bona 😂😂,0
train_isizulu_02915,AfriHate,mabehleli babheda kakhulu ngoba bafuna nabanye bag ane babi kanti mane bhebha or bhejwa baba right ##url,0
1622,vukuzenzele,"ukubamba iqhaza komphakathi nokuzibandakanya, ngokuhlinzeka imiphakathi ngezindlela zokushintsha izimpilo zayo ngokuthatha umsebenzi omusha. Ngokwenza njalo, zifaka isandla ekwenzeni izinguquko ezi ngeni lasekhaya kanye na semphakathini",0
118,vukuzenzele,"Siphila ezweni lapho bonke abantu bevumelekile ukwe nza amasiko nemikhuba yabo ngokukhululeka. Izwe lapho noma ngubani anga bhikisha ngokukhululeka ngokweseka ezenhlalo, eze politiki nanoma yini enye imbangela noma ikuphi.",0
1996,vukuzenzele,"kubukeka sengathi, umphakathi kanye nathi uqobo siyekelele izingane kunoma yini. Ziningi kakhulu izingane ezizithola zisezimweni eziyingozi, nokungaba isikebhe sokuzakhela noma zilaxazwe zodwa emikhukhwini okubaswa ngopharafini kuyo. Uma izinkontileka",0
525, udlelwe ifa lika  million osebenza engadini ,"UNGAPHANSI kohlelo lokuvikelwa kofakazi owesilisa okusolwa ukuthi wadlelwa umakhelwane wakhe imali yefa eyashiywa wumqashi wakhe ayesemsebenzele iminyaka engaphezulu kweyishumi kwisithabathaba somuzi oseLa Lucia eThekwini.USabelo Mdlovu obesebenza engadini emzini kaNkk Charlotte Davies, umyeni wakhe owayedayisa idayimane (naye ongasekho emhlabeni). Ngokomunye womakhelwane abasondele emzini kaNkk Davies, wayengumuntu othulayo owayekhuluma noMdlovu kuphela isikhathi esiningi.Yingakho uMdlovu nabanye omakhelwane bathuka boma ngoSepthemba ngonyaka ka-2012 kutholakala ukuthi uNkk Davies ushiyele omunye umakhelwane, uNkk Adline Pillay, imali esondele kuR60 million, wabe eseshiyela uMdlovu uR600 000 kuphela.Ukusolisa kwalolu daba kuholele ophenyweni olwenziwa amaphoyisa eminyakeni emine edlule kanti abasolwa okunguPillay, abammeli bakhe ababili uMnuz Rodney Reddy noP. Ramjatham, bavele okokuqala enkantolo yamacala athinta imali ngoLwesine oludlule. Babhekene namacala enkohlakalo, ukukokotela kanye nokushushumbisa imali. Baboshwe kulandele isinqumo se-Assets Forfeiture Unit (AFU) sokugodla umuzi obiza uR5.8 million ngokunjalo nemali engaphezulu kuka R2.3 million ebikwi-akhawunti yakwaStandard Bank kamsolwa.UMdlovu uvulele uPillay icala ngosizo lommeli obengumakhelwane kaNkk Davies, uMnuz Ferdinand Zondagh kanti njengamanje ungaphansi kohlelo lokuvikelwa kofakazi njengoba esabela impilo yakhe.UZondagh uyena owakwazi ukuthola incwadi kaNkk Davies esayiniwe yango-2008, okuyiyo eyakubeka kwacaca ukuthi kukokotelwe ukusayinwa kwencwadi yamafa njengoba izandla zazingafani. Engxoxweni nephephandaba elinguzakwabo weSolezwe, iDaily News, uZondagh uthe uMdlovu waxhumana naye ngo-2014 wamazisa ukuthi kukhona okushaya amanzi ngencwadi yamafa kaNkk Davies.Noma aqale elekelela uMdlovu, uZondagh manje usemele abashana bakaNkk Davies, uMnuz Landgraf Pane noNkk Barbara Pane, abahlala eGermany.Ngokwamaphepha asenkantolo, lolu daba lwasuka ngoSepthemba ngonyaka ka-2012 uMdlovu efika emzini kaNkk Davies. Wangqongqoza izithuba eziningi engamtholi kwaze kwaba uthinta amaphoyisa afika ashaya phansi isicabha angena. UNkk Davies watholwa esedlulile  emhlabeni.Kuvela ukuthi uMdlovu wacela uNksz Pillay ukuthi amlekelele ngamalungiselelo omngcwabo njengoba uNkk Davies wayengenazo izihlobo kuleli.UMdlovu wazisa amaphoyisa noPillay ukuthi kunesisefo (safe) endlini. Sesivuliwe, kwatholwa incwadi yamafa namanye amaphepha ambalwa.“UPillay noMdlovu baya kwaRodney & Reddy Associates, okungabameli ababhalisa uNkk Davies incwadi yakhe yamafa. Incwadi yakhe yokugcina yasayinwa ngoJanuwari 21 ngo-2010,” ngokwamaphepha asenkantolo.Umhlaziyi wezobunhloli (forensic analyst) owaqhathanisa ukusayina kukaNkk Davies encwadini yango-2008 kanye nokusayina okubonakala encwadini yamafama wathola ukuthi kukokotelwe okusencwadini yamafa.Kule ncwadi uPillay uhlabana ngezigidi zikaNkk Davis, uMdlovu usala noR600 000 kuphela.NgoLwesine odlule uPillay, uReddy noRamjathan bathole ibheyili kaR2000. Udaba luzobuyela enkantolo ngoFebruwari 4.-Daily News",0
test_isizulu_00499,AfriHate,"@username wena uyangifuna neh😝, uzobhebheka yazi 😎",0
test_isizulu_00371,AfriHate,"yazi asina lutho, amabhunu wona sisi?? ##url",0
1428,vukuzenzele,I-Greater Rape Intervention Project (i-GRIP) enye yezinhlangano ezisiza izisulu zokudlwengulwa ukuba zihlole Igciwane Lesandulela-ngculazi (i-HIV) neNgculazi (i-Aids) nezinye izifo.,0
1336,vukuzenzele,"usihlanzisise njengoba ubusi lwebele luhlanzekile nje, futhi luvala ingaphakathi lesisu, lusivikele emagciwaneni.Umbuzo: Ezinsukwini zokuqala, uma ngingenalo ubisi olwanele, ngingamnika amanzi noma olunye ubisi?Impendulo: Umntwana udinga umthubi kuphela.",0
1215,vukuzenzele,"Noma kunjalo, ukukhokhwa kwezibonelelo zikahulume-ni kuqhubeke ngaphandle kwezithiyo, futhi emva kwezingqinamba eziningana zobuchwepheshe, uhlelo lo-kuthunyelwa kokudla luyalu-ngiswa.Ukubeka ukuvalwa kwezwe esikhathini esifushane kakhulu kulethe",0
639, sinyukile isibalo sabadlule ezingozini zomgwaqo ,"ZIDLULE nabantu abangu-1612 izingozi ezenzeke emgwaqeni yakuleli ngesikhathi samaholidi kaDisemba nyakenye.Lokhu kudalulwe uNgqongqoshe wezokuThutha uMnuz Blade Nzimande ngesikhathi ethula umbiko ngezokuphepha emgwaqeni ngoLwesithathu.Ngokwalo mbiko obheka izingozi ezenzeke kusukela ngoDisemba 1 kuya kuJanuwari 8, iKwaZulu-Natal ihambe phambili ngesibalo sabantu abafe ezingozini njengoba kudlule abawu-328 kulesi sifundazwe.Ngemuva kwayo kulandele i-Eastern Cape (238) Gauteng (219), Limpopo (178), Mpumalanga (162), Free State (159), Western Cape (149), North West (125) ne-Northern Cape (54).Zimbili kuphela izifundazwe okwehle izinga lokufa ngezingozi kuzo. EGauteng izinga lehle ngo-19%, eNothern Cape lehla ngo-2%.ENorthern Cape izinga linyuke ngo-80% noma isibalo sabafe emigwaqeni sisaphansi kulesi sifundazwe.Kulezi zingozi u-36% wabantu abafa ababengabagibeli, abahamba ngezinyawo (35%) abashayeli (27%) kanye no-2% wababehamba ngamabhayisikili.Lo mbiko ngezinhlekelele ezidlule nabaningi emgwaqeni uphuma nje bekubikwe ukuthi sinyusiwe isibalo samaphoyisa agcwele emgwaqeni kanti nongqongqoshe uphinde waveza ukuthi kuba nama-roablock awu-775.Kulokhu kuboshwe izimoto eziwu-4016, abantu abawu-8057 kwashicilelwa amathikithi awu-765 009 emiqwaqeni yakuleli ngesikhathi samaholidi.UNzimande usole uphuzo oludakayo, ukushayela budedengu, ukukhathala kanye nezimoto ezingekho emthethweni njengomnyombo wezingozi ezenzeka nsuku zonke emgwaqeni yakuleli. Uthe uma lungabonakali uguquko kubashayeli bakuleli iNingizimu Afrika isazoqhubeka ibe nemigwaqo eyingozi.",0
train_isizulu_00638,AfriHate,inkawu idlala ngesikhwebu 😂😂😂 ##url,0
train_isizulu_00961,AfriHate,@username aikho into engalunga uma izwe lingaphathwa i eff amahlathi lawa..imfene ziyophosana eweni ziyalandelana,0
178,vukuzenzele,"mo yezokuthutha, ezamandla ezihlanzekile, ukuvikelwa kwemvelo, ingqalasizinda yamanzi kanye nokunci shiswa kwegesi engcolisa umoya.",0
1931,vukuzenzele,"Ukwengeza kulokhu, iminyango kahulumeni kuzwelonke nasezifundazweni; omasipala; izinhlangano ezingekho ngaphansi kukahulumeni kanye namabhizinisi bebelokhu behambisa izinto ezilusizo ezifana nokudla, izingubo zokulala, omatilasi, izingubo zokugqoka,",0
train_isizulu_00916,AfriHate,ushoda ngomshanelo ngoba imfene unayo 😑😑😑 ##url,0
1849,vukuzenzele,"Ezinsukwini, emasontweni nasezinyangeni eziseza, kuzoba nezikhathi esizozithola si-xakekile futhi sesaba njengoba sibona isibalo sabantu abathelelekile nabashonayo sinyuka. Kungenzeka ukuthi izinto sezonakele kakhulu, kodwa sinesiqiniseko sokuthi zizoba",0
train_isizulu_01241,AfriHate,dala ngisho 💁🏾‍♂️ kodwa izinja zithi “wena vele uthanda abelungu” ##url,0
812,vukuzenzele,"Lesi yisikhumbuzo esibalulekile sokuthi izikhungo zethu zentando yeningi labantu azichazwa yizakhiwo ezihlala kuzo, kodwa zichazwa ngumsebenzi eziwenzayo kanye nokuzethemba abantu abanakho kuzo. Lokhu kuyiqiniso ngazo zonke izikhungo zentando yeningi",0
train_isizulu_00676,AfriHate,uyinja bafo 👏👏👏👏 ##url,0
1703,vukuzenzele,se-SheTradesZA futhi bathola ukufunda nge-inthanethi kwamahhala kanye nokwakhiwa kwama khono.Isizinda se-SheTradesZA sizobuye sithuthukise ukufinyelela kutshalomali lwamabhizinisi aphethwe ngabesifazane futhi sigqugquzele namathuba,0
380,vukuzenzele,"Izicelo zamathuba okufunda e-PSET (emanyuvesi, emanyuvesi Obuchwepheshe, emakolishi emfundo yezobuchwepheshe namakhono emisebenzi kanye nokuqeqeshwa kanye ne-Sector Education and Training Authorities).",0
731, amisiwe ukusebenza amared ants asatshwayo ,"KUZOSHUBA ezinkampanini eziphula umthetho wokusebenza konogada njengoba iPrivate Security Industry Regulatory Authority (Psira) isimise inkampani edume ngokukhipha abakhe ezindaweni ezingafanele, iRed Ants Security Relocation and Eviction Services.IPsira imise ukusebenza kweRed Ants emuva kwezikhalo zokuthi inesihluku uma yenza umsebenzi wayo futhi ayibaphathi kahle abantu esuke izobakhipha.IRed Ants idume kakhulu eGauteng kwazise muva nje iyona ebikhipha abantu abebakhe imijondolo endaweni engafanele e-Alexandra.Isikhulu esiphezulu sePsira, uMnuz Manabela Chauke sithe iRed Ants inikezwe ithuba lokuthi iziphendulele ngaphambi kokuthi imiswe.Uthe inalo ilungelo lokuphikisa isinqumo sokumiswa kwayo.“Zonke izinkampani zonogada zizoqashwa ngeso lokhozi, ukuthi ziwenza ngokufanele yini umsebenzi wazo. Uma kunezikhalo sizoziphenya, sibamise okufanele bamiswe. Banalo ilungelo lokuphikisa izinqumo zethu kodwa umsebenzi sizowuqapha,” kusho uChauke.Khonamanjalo inhlangano elwela amalungelo abantu, i-AfriForum ithe ayihambisani nomthetho ohlongozwayo wokuthi izinkampani zonogada zingabi nezibhamu ezinkulu ezizishintshayo.UMnuz Marnus Kamfer, obhekele ezomthetho nokuphepha komphakathi kwi-AfriForum uthe akazi ukuthi uhulumeni ufuna onogada bazivikele kanjani uma kuthiwa bangaziphathi izibhamu ezizishintshayo.“Siphakamisa ukuthi uhulumeni ayibuyekeze le mithetho. Siyitshelile nePsira ukuthi asineme ngokuthi kuzoncishiswa izibhamu ezinkulu ezizishintshayo.Bekungafanele uhulumeni achibiyele imithetho ethinta ukusebenza kwalezi zibhamu ngaphandle kokuxoxa nezinkampani zonogada. Uthi sizozivikela kanjani ezigebengwini eziphatha izinhlokohlela zezibhamu?” kusho uKamfer.",0
99,vukuzenzele,"Sikubonile ukubumbana nokusekelwa okumangalisayo kwemiphakathi ethintekile KwaZuluNatali, eMpumalanga Kapa naseNyakatho Ntshonalanga.",0
2568,vukuzenzele,"Ukuqeqesheka akusikho nje ukuba neziqu ezifanele namakhono omsebenzi ku phela, kodwa futhi kumaye lana nokuba nenhlonipho, ukuzehlisa kanye nobuqotho uma usebenza ngabantu bomphakathi.",0
3561,vukuzenzele,"Izimpawu zethu zezwe INingizimu Afrika ihlukile ngenxa yokuthi siyakwazi ukugubha ukwehlukahluka kwethu ngezi mpawu zezwe kanye neflegi lesi zwe, ihubo lesizwe laseNingizimu Afrika kanye nesiphandla sesizwe.",0
471,vukuzenzele,"bazivalele ngabodwana noma baqoke ukugwema ezinye izindawo kanye nokuhlangana nabanye abantu. Bangafuna ukuthula nje noma benyuse izinga lomsindo. Bangaphinde futhi babe nolaka ngokwedlulele noma basheshe ukucasuka,” kusho yena.Uma weseka othandi-weyo,",0
dev_isizulu_00599,AfriHate,@username #chillaz washaaaaaaa 💃🕺🏽 yamnandi leyo mix sdudla sangempela #ukhozifm ivolume iphezulu kumanje ngala eshowe @username ,0
129,vukuzenzele,"Sanquma kudala ukuthi ilu phi uhlobo lomphakathi esi funa ukuba yilona. Umpha kathi osekelwe ngesithunzi somuntu, ukulingana, inku luleko kanye nokungacwasi.",0
test_isizulu_00033,AfriHate,ibhunu  elinsizwa  madoda ##url,0
train_isizulu_02455,AfriHate,zasha makhamnandi awangakanani alingene oglomour nama model c khona esanton ngicela isupport ngane zakwethu ##url,0
374, intsha ye anc ibopha uzille ngolwamanzi ,"UPHIKO lwentsha ye-ANC eWestern Cape lubopha uNdunankulu uHelen Zille wakhona ngokuhluleka ukuhambisana neminye imithetho yasesiShayamthetho mayelana nenkinga yamanzi.Esitatimendeni esifungelwe esibonwe yi-Independent Media, lolu phiko lwentsha olusesifundeni iDullah Omar, ngokolukhulumelayo uMnuz Winston Erasmus, lusola uNkk Zille ngokuhluleka ukuqoka ikhomishini yezemvelo njengokusho kwesigaba 71 sesiShayamthetho.Lesi sicelo esiphuthumayo sizolalelwa namhlanje yiNkantolo eNkulu eWestern Cape. Kumangalelwa uNkk Zille noSomlomo SharnaFernandez.Lolu phiko luthi isomiso esibhekene nesifundazwe sibhebhezelwe ukungaqokwa kwale khomishini.U-Erasmus uthe ukungaqokwa kwayo kuphambene noMthethosisekelo wesifundazwe.Uthe uSomlomo uhlulekile ukulawula izikhulu zikahulumeni njengoNkk Zille. Inhloso yesicelo sabo wukuphoqa uZille ukuthi asungule le khomishini.Okhulumela i-ANCYL esifundazweni uMnuz Muhammad Khalid Sayed uthe ukuba uZille wayisungula ikhomishini ngabe isimo samanzi asikho kuleli zinga esikulona manje.Kwenzeka lokhu nje umholi weDA uMmusi Maimane usanda kuveza ukuthi kungenzeka ukuphela kwamanzi nya eKapa kungenzeki.UZille nosomlomo abazange bayiphendule imibuzo abathunyelelwe yona ngomqhafazo kuze kwashaya isikhathi sokushicilela.",0
1032,vukuzenzele,abadlulayo emhlabeni kungenxa yesipiliyoni nokuzinikela kwabasebenzi bethu bezempilo kanjalo nezinyathelo ezathathwa ngokushesha esasisophe ngazo ukulungiselela umkhakha wethu wezempilo uma sekwehla le nhlekelele futhi sizihlomise ngezinsiza,0
train_isizulu_00261,AfriHate,inkomo ebsweni bendoda 😭🔥🔥 ##url,0
2860,vukuzenzele,Leli su liyingxenye yoku gubha Inyanga Yezokuvaka sha lapho umasipala eqoke amathimba ayisithupha aselokishini laseThemba lethu nase-Pacaltsdorp uku ba amukele abavakashi baphesheya kwezilwandle ngesidlo esihamba nazo zonke izibiliboco kanye,0
dev_isizulu_00053,AfriHate,@username heshe magadlephindelela sekunjal nje nginani ngikwamayemaye,0
1676,vukuzenzele,"NgoHlelo LukaMongameli Lokusungula Imisebenzi, kukhishwe amavawusha ayizi-65 000 anikwa abalimi abasafufusa, futhi umsebenzi uyaqhubeka wokufinyelela kulaba balimi abayizi-250 000. Uhulumeni ubuye ahlinzeke abalimi abasafufusa ngomanyolo kanye",0
1982,vukuzenzele,Sisesikhathini lapho ukuqaphelisisa kudingeka kakhulu kunakho konke.,0
dev_isizulu_00139,AfriHate,bengithi ifile mfene yakhe nje ##url,0
1284,vukuzenzele,Ngathinteka kakhulu futhi ngaphinde ngathintwa wukulandisa kwabo ngokwesaba abanakho abesifazane bezwe lakithi ababhekana nakho imihla namalanga.,0
